INVOICE_ID,SUPPLIER_ID,PURCHASE_ORDER_ID,INVOICE_DATE,AMOUNT_EXCLUDING_TAX,TAX_AMOUNT,TOTAL_AMOUNT,CURRENCY_CODE
143563,4,934,2020-07-22,677856.00,101678.40,779534.40,
143567,7,935,2020-07-22,241421.70,36213.26,277634.96,
144030,4,936,2020-07-23,677760.00,101664.00,779424.00,
144034,7,937,2020-07-23,242261.00,36339.15,278600.15,
144330,4,938,2020-07-24,676704.00,101505.60,778209.60,
144334,7,939,2020-07-24,242129.20,36319.38,278448.58,
144679,4,940,2020-07-25,679296.00,101894.40,781190.40,
144683,7,941,2020-07-25,241979.20,36296.88,278276.08,
145313,4,942,2020-07-28,681606.00,102240.90,783846.90,
145317,7,943,2020-07-28,241851.40,36277.71,278129.11,
145323,4,944,2020-07-28,2040.00,306.00,2346.00,
145325,7,945,2020-07-28,384.00,57.60,441.60,
145550,4,946,2020-07-29,683430.00,102514.50,785944.50,
145554,7,947,2020-07-29,242224.70,36333.71,278558.41,
145900,4,948,2020-07-30,683070.00,102460.50,785530.50,
145904,7,949,2020-07-30,243089.40,36463.41,279552.81,
146335,4,950,2020-07-31,683760.00,102564.00,786324.00,
146339,7,951,2020-07-31,245485.70,36822.86,282308.56,
146575,4,952,2020-08-01,683892.00,102583.80,786475.80,
146579,7,953,2020-08-01,244926.40,36738.96,281665.36,
147040,4,954,2020-08-04,684786.00,102717.90,787503.90,
147044,7,955,2020-08-04,244862.30,36729.35,281591.65,
147412,4,956,2020-08-05,685512.00,102826.80,788338.80,
147416,7,957,2020-08-05,246211.40,36931.71,283143.11,
147742,4,958,2020-08-06,685938.00,102890.70,788828.70,
147746,7,959,2020-08-06,247168.90,37075.34,284244.24,
147940,4,960,2020-08-07,687462.00,103119.30,790581.30,
147944,7,961,2020-08-07,248614.90,37292.24,285907.14,
148267,4,962,2020-08-08,690624.00,103593.60,794217.60,
148271,7,963,2020-08-08,248401.20,37260.18,285661.38,
148897,4,964,2020-08-11,697782.00,104667.30,802449.30,
148901,7,965,2020-08-11,248364.40,37254.66,285619.06,
148905,4,966,2020-08-11,3180.00,477.00,3657.00,
148907,7,967,2020-08-11,850.00,127.50,977.50,
149231,4,968,2020-08-12,701694.00,105254.10,806948.10,
149235,7,969,2020-08-12,248726.50,37308.98,286035.48,
149594,4,970,2020-08-13,703662.00,105549.30,809211.30,
149598,7,971,2020-08-13,249653.40,37448.01,287101.41,
149833,4,972,2020-08-14,704808.00,105721.20,810529.20,
149837,7,973,2020-08-14,250909.10,37636.37,288545.47,
150110,4,974,2020-08-15,707124.00,106068.60,813192.60,
150114,7,975,2020-08-15,250426.60,37563.99,287990.59,
150643,4,976,2020-08-18,710448.00,106567.20,817015.20,
150647,7,977,2020-08-18,249914.80,37487.22,287402.02,
150649,4,978,2020-08-18,96.00,14.40,110.40,
150652,7,979,2020-08-18,745.80,111.87,857.67,
150938,4,980,2020-08-19,709506.00,106425.90,815931.90,
150942,7,981,2020-08-19,250315.30,37547.30,287862.60,
151334,4,982,2020-08-20,711888.00,106783.20,818671.20,
151338,7,983,2020-08-20,250326.40,37548.96,287875.36,
151758,4,984,2020-08-21,714912.00,107236.80,822148.80,
151762,7,985,2020-08-21,251094.30,37664.15,288758.45,
151953,4,986,2020-08-22,715134.00,107270.10,822404.10,
151957,7,987,2020-08-22,251215.00,37682.25,288897.25,
152356,4,988,2020-08-25,714474.00,107171.10,821645.10,
152360,7,989,2020-08-25,251130.70,37669.61,288800.31,
152364,4,990,2020-08-25,1482.00,222.30,1704.30,
152367,7,991,2020-08-25,2990.00,448.50,3438.50,
152678,4,992,2020-08-26,715440.00,107316.00,822756.00,
152682,7,993,2020-08-26,255380.00,38307.00,293687.00,
153005,4,994,2020-08-27,715284.00,107292.60,822576.60,
153009,7,995,2020-08-27,257414.70,38612.21,296026.91,
153296,4,996,2020-08-28,714792.00,107218.80,822010.80,
153300,7,997,2020-08-28,257085.80,38562.87,295648.67,
153597,4,998,2020-08-29,717420.00,107613.00,825033.00,
153601,7,999,2020-08-29,256976.20,38546.43,295522.63,
154091,4,1000,2020-09-01,718560.00,107784.00,826344.00,
154095,7,1001,2020-09-01,257537.30,38630.60,296167.90,
154097,4,1002,2020-09-01,588.00,88.20,676.20,
154312,4,1003,2020-09-02,718860.00,107829.00,826689.00,
154316,7,1004,2020-09-02,257257.70,38588.66,295846.36,
154648,4,1005,2020-09-03,718320.00,107748.00,826068.00,
154652,7,1006,2020-09-03,257315.90,38597.39,295913.29,
155097,4,1007,2020-09-04,722742.00,108411.30,831153.30,
155101,7,1008,2020-09-04,260546.10,39081.92,299628.02,
155316,4,1009,2020-09-05,721914.00,108287.10,830201.10,
155320,7,1010,2020-09-05,259986.80,38998.02,298984.82,
155663,4,1011,2020-09-08,722286.00,108342.90,830628.90,
155667,7,1012,2020-09-08,262140.10,39321.02,301461.12,
155670,4,1013,2020-09-08,792.00,118.80,910.80,
155868,4,1014,2020-09-09,722310.00,108346.50,830656.50,
155872,7,1015,2020-09-09,261098.30,39164.75,300263.05,
156218,4,1016,2020-09-10,722970.00,108445.50,831415.50,
156222,7,1017,2020-09-10,260873.50,39131.03,300004.53,
156650,4,1018,2020-09-11,726384.00,108957.60,835341.60,
156654,7,1019,2020-09-11,260868.00,39130.20,299998.20,
156902,4,1020,2020-09-12,728310.00,109246.50,837556.50,
156906,7,1021,2020-09-12,260308.70,39046.31,299355.01,
157534,4,1022,2020-09-15,728334.00,109250.10,837584.10,
157538,7,1023,2020-09-15,261252.20,39187.83,300440.03,
157541,4,1024,2020-09-15,3132.00,469.80,3601.80,
157544,7,1025,2020-09-15,1842.50,276.38,2118.88,
157783,4,1026,2020-09-16,733206.00,109980.90,843186.90,
157787,7,1027,2020-09-16,265189.30,39778.40,304967.70,
157981,4,1028,2020-09-17,733596.00,110039.40,843635.40,
157985,7,1029,2020-09-17,265355.60,39803.34,305158.94,
158303,4,1030,2020-09-18,733392.00,110008.80,843400.80,
158307,7,1031,2020-09-18,265618.80,39842.82,305461.62,
158513,4,1032,2020-09-19,733656.00,110048.40,843704.40,
158517,7,1033,2020-09-19,265909.50,39886.43,305795.93,
158883,4,1034,2020-09-22,734004.00,110100.60,844104.60,
158887,7,1035,2020-09-22,265836.30,39875.45,305711.75,
158889,4,1036,2020-09-22,504.00,75.60,579.60,
159273,4,1037,2020-09-23,734610.00,110191.50,844801.50,
159277,7,1038,2020-09-23,266362.70,39954.41,306317.11,
159731,4,1039,2020-09-24,736614.00,110492.10,847106.10,
159735,7,1040,2020-09-24,266181.80,39927.27,306109.07,
159958,4,1041,2020-09-25,737730.00,110659.50,848389.50,
159962,7,1042,2020-09-25,265622.50,39843.38,305465.88,
160396,4,1043,2020-09-26,743904.00,111585.60,855489.60,
160400,7,1044,2020-09-26,267203.50,40080.53,307284.03,
161052,4,1045,2020-09-29,746154.00,111923.10,858077.10,
161056,7,1046,2020-09-29,269110.20,40366.53,309476.73,
161060,4,1047,2020-09-29,1884.00,282.60,2166.60,
161062,7,1048,2020-09-29,237.50,35.63,273.13,
161370,4,1049,2020-09-30,748434.00,112265.10,860699.10,
161374,7,1050,2020-09-30,268524.80,40278.72,308803.52,
161594,4,1051,2020-10-01,747870.00,112180.50,860050.50,
161598,7,1052,2020-10-01,267965.50,40194.83,308160.33,
161911,4,1053,2020-10-02,751050.00,112657.50,863707.50,
161915,7,1054,2020-10-02,268356.20,40253.43,308609.63,
162146,4,1055,2020-10-03,752298.00,112844.70,865142.70,
162150,7,1056,2020-10-03,267950.50,40192.58,308143.08,
162550,4,1057,2020-10-06,752970.00,112945.50,865915.50,
162554,7,1058,2020-10-06,270498.70,40574.81,311073.51,
162561,4,1059,2020-10-06,4296.00,644.40,4940.40,
162564,7,1060,2020-10-06,720.00,108.00,828.00,
163046,4,1061,2020-10-07,760626.00,114093.90,874719.90,
163050,7,1062,2020-10-07,274344.60,41151.69,315496.29,
163311,4,1063,2020-10-08,762114.00,114317.10,876431.10,
163315,7,1064,2020-10-08,275315.30,41297.30,316612.60,
163603,4,1065,2020-10-09,762396.00,114359.40,876755.40,
163607,7,1066,2020-10-09,275167.30,41275.10,316442.40,
164056,4,1067,2020-10-10,765528.00,114829.20,880357.20,
164060,7,1068,2020-10-10,276423.00,41463.45,317886.45,
164635,4,1069,2020-10-13,766596.00,114989.40,881585.40,
164639,7,1070,2020-10-13,275863.70,41379.56,317243.26,
164644,4,1071,2020-10-13,2472.00,370.80,2842.80,
164646,7,1072,2020-10-13,115.20,17.28,132.48,
164917,4,1073,2020-10-14,772152.00,115822.80,887974.80,
164921,7,1074,2020-10-14,275836.40,41375.46,317211.86,
165255,4,1075,2020-10-15,775176.00,116276.40,891452.40,
165259,7,1076,2020-10-15,276489.10,41473.37,317962.47,
165570,4,1077,2020-10-16,778716.00,116807.40,895523.40,
165574,7,1078,2020-10-16,276167.30,41425.10,317592.40,
165993,4,1079,2020-10-17,780084.00,117012.60,897096.60,
165997,7,1080,2020-10-17,277111.80,41566.77,318678.57,
166530,4,1081,2020-10-20,781320.00,117198.00,898518.00,
166534,7,1082,2020-10-20,278762.50,41814.38,320576.88,
166536,4,1083,2020-10-20,588.00,88.20,676.20,
166538,7,1084,2020-10-20,510.00,76.50,586.50,
166953,4,1085,2020-10-21,782142.00,117321.30,899463.30,
166957,7,1086,2020-10-21,282299.30,42344.90,324644.20,
167315,4,1087,2020-10-22,786570.00,117985.50,904555.50,
167319,7,1088,2020-10-22,283322.50,42498.38,325820.88,
167630,4,1089,2020-10-23,788496.00,118274.40,906770.40,
167634,7,1090,2020-10-23,283834.30,42575.15,326409.45,
167894,4,1091,2020-10-24,789330.00,118399.50,907729.50,
167898,7,1092,2020-10-24,287458.80,43118.82,330577.62,
168329,4,1093,2020-10-27,788898.00,118334.70,907232.70,
168333,7,1094,2020-10-27,288599.50,43289.93,331889.43,
168337,4,1095,2020-10-27,2238.00,335.70,2573.70,
168340,7,1096,2020-10-27,2402.00,360.30,2762.30,
168720,4,1097,2020-10-28,791856.00,118778.40,910634.40,
168724,7,1098,2020-10-28,290442.20,43566.33,334008.53,
169040,4,1099,2020-10-29,794280.00,119142.00,913422.00,
169044,7,1100,2020-10-29,291582.90,43737.44,335320.34,
169489,4,1101,2020-10-30,793248.00,118987.20,912235.20,
169493,7,1102,2020-10-30,291645.10,43746.77,335391.87,
169934,4,1103,2020-10-31,795912.00,119386.80,915298.80,
169938,7,1104,2020-10-31,292750.80,43912.62,336663.42,
170630,4,1105,2020-11-03,797820.00,119673.00,917493.00,
170634,7,1106,2020-11-03,292919.10,43937.87,336856.97,
170640,4,1107,2020-11-03,4014.00,602.10,4616.10,
170643,7,1108,2020-11-03,312.50,46.88,359.38,
171018,4,1109,2020-11-04,803826.00,120573.90,924399.90,
171022,7,1110,2020-11-04,293429.20,44014.38,337443.58,
171388,4,1111,2020-11-05,807114.00,121067.10,928181.10,
171392,7,1112,2020-11-05,293724.90,44058.74,337783.64,
171825,4,1113,2020-11-06,808578.00,121286.70,929864.70,
171829,7,1114,2020-11-06,296265.60,44439.84,340705.44,
172143,4,1115,2020-11-07,810414.00,121562.10,931976.10,
172147,7,1116,2020-11-07,298375.10,44756.27,343131.37,
172685,4,1117,2020-11-10,809814.00,121472.10,931286.10,
172689,7,1118,2020-11-10,300000.40,45000.06,345000.46,
172692,4,1119,2020-11-10,1596.00,239.40,1835.40,
172695,7,1120,2020-11-10,2772.50,415.88,3188.38,
173021,4,1121,2020-11-11,811686.00,121752.90,933438.90,
173025,7,1122,2020-11-11,303913.40,45587.01,349500.41,
173422,4,1123,2020-11-12,810900.00,121635.00,932535.00,
173426,7,1124,2020-11-12,303686.60,45552.99,349239.59,
173791,4,1125,2020-11-13,813378.00,122006.70,935384.70,
173795,7,1126,2020-11-13,305125.20,45768.78,350893.98,
174078,4,1127,2020-11-14,813954.00,122093.10,936047.10,
174082,7,1128,2020-11-14,304757.90,45713.69,350471.59,
174614,4,1129,2020-11-17,817230.00,122584.50,939814.50,
174618,7,1130,2020-11-17,307311.10,46096.67,353407.77,
174623,4,1131,2020-11-17,1422.00,213.30,1635.30,
174626,7,1132,2020-11-17,312.50,46.88,359.38,
174863,4,1133,2020-11-18,819852.00,122977.80,942829.80,
174867,7,1134,2020-11-18,308380.40,46257.06,354637.46,
175117,4,1135,2020-11-19,821028.00,123154.20,944182.20,
175121,7,1136,2020-11-19,308978.30,46346.75,355325.05,
175581,4,1137,2020-11-20,824244.00,123636.60,947880.60,
175585,7,1138,2020-11-20,309605.40,46440.81,356046.21,
175807,4,1139,2020-11-21,826806.00,124020.90,950826.90,
175811,7,1140,2020-11-21,309430.10,46414.52,355844.62,
176430,4,1141,2020-11-24,827022.00,124053.30,951075.30,
176434,7,1142,2020-11-24,312038.30,46805.75,358844.05,
176438,4,1143,2020-11-24,2424.00,363.60,2787.60,
176441,7,1144,2020-11-24,1173.60,176.04,1349.64,
176844,4,1145,2020-11-25,831930.00,124789.50,956719.50,
176848,7,1146,2020-11-25,315524.40,47328.66,362853.06,
177123,4,1147,2020-11-26,831480.00,124722.00,956202.00,
177127,7,1148,2020-11-26,316630.10,47494.52,364124.62,
177331,4,1149,2020-11-27,830904.00,124635.60,955539.60,
177335,7,1150,2020-11-27,318735.80,47810.37,366546.17,
177533,4,1151,2020-11-28,832872.00,124930.80,957802.80,
177537,7,1152,2020-11-28,321070.10,48160.52,369230.62,
177883,4,1153,2020-12-01,832248.00,124837.20,957085.20,
177887,7,1154,2020-12-01,320510.80,48076.62,368587.42,
177889,4,1155,2020-12-01,252.00,37.80,289.80,
177892,7,1156,2020-12-01,1250.40,187.56,1437.96,
178060,4,1157,2020-12-02,831210.00,124681.50,955891.50,
178064,7,1158,2020-12-02,321106.90,48166.04,369272.94,
178538,4,1159,2020-12-03,833724.00,125058.60,958782.60,
178542,7,1160,2020-12-03,321953.20,48292.98,370246.18,
178893,4,1161,2020-12-04,834972.00,125245.80,960217.80,
178897,7,1162,2020-12-04,325402.70,48810.41,374213.11,
179097,4,1163,2020-12-05,835080.00,125262.00,960342.00,
179101,7,1164,2020-12-05,324985.90,48747.89,373733.79,
179402,4,1165,2020-12-08,835794.00,125369.10,961163.10,
179406,7,1166,2020-12-08,325693.40,48854.01,374547.41,
179410,4,1167,2020-12-08,2196.00,329.40,2525.40,
179855,4,1168,2020-12-09,840534.00,126080.10,966614.10,
179859,7,1169,2020-12-09,328676.60,49301.49,377978.09,
180182,4,1170,2020-12-10,843852.00,126577.80,970429.80,
180186,7,1171,2020-12-10,330842.90,49626.44,380469.34,
180558,4,1172,2020-12-11,845394.00,126809.10,972203.10,
180562,7,1173,2020-12-11,331261.50,49689.23,380950.73,
180844,4,1174,2020-12-12,844566.00,126684.90,971250.90,
180848,7,1175,2020-12-12,333592.20,50038.83,383631.03,
181328,4,1176,2020-12-15,845016.00,126752.40,971768.40,
181332,7,1177,2020-12-15,334365.40,50154.81,384520.21,
181336,4,1178,2020-12-15,1464.00,219.60,1683.60,
181338,7,1179,2020-12-15,1360.00,204.00,1564.00,
181737,4,1180,2020-12-16,848682.00,127302.30,975984.30,
181741,7,1181,2020-12-16,338449.00,50767.35,389216.35,
182044,4,1182,2020-12-17,848790.00,127318.50,976108.50,
182048,7,1183,2020-12-17,338504.10,50775.62,389279.72,
182475,4,1184,2020-12-18,851892.00,127783.80,979675.80,
182479,7,1185,2020-12-18,340862.40,51129.36,391991.76,
182905,4,1186,2020-12-19,856356.00,128453.40,984809.40,
182909,7,1187,2020-12-19,344795.80,51719.37,396515.17,
183578,4,1188,2020-12-22,859344.00,128901.60,988245.60,
183582,7,1189,2020-12-22,345760.90,51864.14,397625.04,
183586,4,1190,2020-12-22,1560.00,234.00,1794.00,
183590,7,1191,2020-12-22,1157.00,173.55,1330.55,
183805,4,1192,2020-12-23,860676.00,129101.40,989777.40,
183809,7,1193,2020-12-23,347742.10,52161.32,399903.42,
184210,4,1194,2020-12-24,861384.00,129207.60,990591.60,
184214,7,1195,2020-12-24,348975.70,52346.36,401322.06,
184566,4,1196,2020-12-25,863910.00,129586.50,993496.50,
184570,7,1197,2020-12-25,348891.40,52333.71,401225.11,
184969,4,1198,2020-12-26,865212.00,129781.80,994993.80,
184973,7,1199,2020-12-26,349918.70,52487.81,402406.51,
185346,4,1200,2020-12-29,865560.00,129834.00,995394.00,
185350,7,1201,2020-12-29,349863.70,52479.56,402343.26,
185353,4,1202,2020-12-29,672.00,100.80,772.80,
185355,7,1203,2020-12-29,192.00,28.80,220.80,
185733,4,1204,2020-12-30,866496.00,129974.40,996470.40,
185737,7,1205,2020-12-30,349986.40,52497.96,402484.36,
186181,4,1206,2020-12-31,869448.00,130417.20,999865.20,
186185,7,1207,2020-12-31,351127.10,52669.07,403796.17,
186575,4,1208,2021-01-01,871344.00,130701.60,1002045.60,
186579,7,1209,2021-01-01,350662.80,52599.42,403262.22,
187005,4,1210,2021-01-02,875112.00,131266.80,1006378.80,
187009,7,1211,2021-01-02,351430.70,52714.61,404145.31,
187383,4,1212,2021-01-05,876588.00,131488.20,1008076.20,
187387,7,1213,2021-01-05,352148.90,52822.34,404971.24,
187392,4,1214,2021-01-05,2118.00,317.70,2435.70,
187846,4,1215,2021-01-06,880266.00,132039.90,1012305.90,
187850,7,1216,2021-01-06,351686.20,52752.93,404439.13,
188113,4,1217,2021-01-07,881220.00,132183.00,1013403.00,
188117,7,1218,2021-01-07,353422.90,53013.44,406436.34,
188378,4,1219,2021-01-08,883830.00,132574.50,1016404.50,
188382,7,1220,2021-01-08,357733.10,53659.97,411393.07,
188705,4,1221,2021-01-09,885282.00,132792.30,1018074.30,
188709,7,1222,2021-01-09,357969.00,53695.35,411664.35,
189117,4,1223,2021-01-12,886644.00,132996.60,1019640.60,
189121,7,1224,2021-01-12,357722.20,53658.33,411380.53,
189123,4,1225,2021-01-12,768.00,115.20,883.20,
189351,4,1226,2021-01-13,887526.00,133128.90,1020654.90,
189355,7,1227,2021-01-13,357793.60,53669.04,411462.64,
189680,4,1228,2021-01-14,887982.00,133197.30,1021179.30,
189684,7,1229,2021-01-14,360994.30,54149.15,415143.45,
190155,4,1230,2021-01-15,890316.00,133547.40,1023863.40,
190159,7,1231,2021-01-15,364099.90,54614.99,418714.89,
190417,4,1232,2021-01-16,892728.00,133909.20,1026637.20,
190421,7,1233,2021-01-16,364056.00,54608.40,418664.40,
190745,4,1234,2021-01-19,893268.00,133990.20,1027258.20,
190749,7,1235,2021-01-19,364659.20,54698.88,419358.08,
190751,4,1236,2021-01-19,1428.00,214.20,1642.20,
191225,4,1237,2021-01-20,898482.00,134772.30,1033254.30,
191229,7,1238,2021-01-20,363540.60,54531.09,418071.69,
191508,4,1239,2021-01-21,901950.00,135292.50,1037242.50,
191512,7,1240,2021-01-21,363200.60,54480.09,417680.69,
192044,4,1241,2021-01-22,903534.00,135530.10,1039064.10,
192048,7,1242,2021-01-22,363068.80,54460.32,417529.12,
192378,4,1243,2021-01-23,906846.00,136026.90,1042872.90,
192382,7,1244,2021-01-23,363891.30,54583.70,418475.00,
192775,4,1245,2021-01-26,905814.00,135872.10,1041686.10,
192779,7,1246,2021-01-26,366242.00,54936.30,421178.30,
192782,4,1247,2021-01-26,1092.00,163.80,1255.80,
192785,7,1248,2021-01-26,1882.50,282.38,2164.88,
193207,4,1249,2021-01-27,908022.00,136203.30,1044225.30,
193211,7,1250,2021-01-27,369775.20,55466.28,425241.48,
193689,4,1251,2021-01-28,910698.00,136604.70,1047302.70,
193693,7,1252,2021-01-28,371667.00,55750.05,427417.05,
194057,4,1253,2021-01-29,912384.00,136857.60,1049241.60,
194061,7,1254,2021-01-29,372935.20,55940.28,428875.48,
194435,4,1255,2021-01-30,915006.00,137250.90,1052256.90,
194439,7,1256,2021-01-30,374715.60,56207.34,430922.94,
194958,4,1257,2021-02-02,915414.00,137312.10,1052726.10,
194962,7,1258,2021-02-02,374463.50,56169.53,430633.03,
194966,4,1259,2021-02-02,1572.00,235.80,1807.80,
194969,7,1260,2021-02-02,438.80,65.82,504.62,
195228,4,1261,2021-02-03,916590.00,137488.50,1054078.50,
195232,7,1262,2021-02-03,374505.70,56175.86,430681.56,
195734,4,1263,2021-02-04,921078.00,138161.70,1059239.70,
195738,7,1264,2021-02-04,376944.00,56541.60,433485.60,
195999,4,1265,2021-02-05,921816.00,138272.40,1060088.40,
196003,7,1266,2021-02-05,377170.90,56575.64,433746.54,
196261,4,1267,2021-02-06,921756.00,138263.40,1060019.40,
196265,7,1268,2021-02-06,377086.60,56562.99,433649.59,
196639,4,1269,2021-02-09,922176.00,138326.40,1060502.40,
196643,7,1270,2021-02-09,376697.30,56504.60,433201.90,
196647,7,1271,2021-02-09,796.80,119.52,916.32,
197009,4,1272,2021-02-10,923130.00,138469.50,1061599.50,
197013,7,1273,2021-02-10,377567.40,56635.11,434202.51,
197417,4,1274,2021-02-11,925488.00,138823.20,1064311.20,
197421,7,1275,2021-02-11,377761.00,56664.15,434425.15,
197768,4,1276,2021-02-12,926412.00,138961.80,1065373.80,
197772,7,1277,2021-02-12,378792.10,56818.82,435610.92,
198268,4,1278,2021-02-13,932232.00,139834.80,1072066.80,
198272,7,1279,2021-02-13,379538.00,56930.70,436468.70,
198716,4,1280,2021-02-16,931380.00,139707.00,1071087.00,
198720,7,1281,2021-02-16,379596.20,56939.43,436535.63,
198725,4,1282,2021-02-16,1788.00,268.20,2056.20,
198727,7,1283,2021-02-16,1360.00,204.00,1564.00,
199057,4,1284,2021-02-17,933276.00,139991.40,1073267.40,
199061,7,1285,2021-02-17,381025.50,57153.83,438179.33,
199364,4,1286,2021-02-18,933048.00,139957.20,1073005.20,
199368,7,1287,2021-02-18,381036.20,57155.43,438191.63,
199687,4,1288,2021-02-19,933084.00,139962.60,1073046.60,
199691,7,1289,2021-02-19,381162.50,57174.38,438336.88,
200049,4,1290,2021-02-20,933060.00,139959.00,1073019.00,
200053,7,1291,2021-02-20,381436.80,57215.52,438652.32,
200490,4,1292,2021-02-23,932964.00,139944.60,1072908.60,
200494,7,1293,2021-02-23,383420.00,57513.00,440933.00,
200498,4,1294,2021-02-23,2328.00,349.20,2677.20,
200980,4,1295,2021-02-24,940422.00,141063.30,1081485.30,
200984,7,1296,2021-02-24,383151.40,57472.71,440624.11,
201517,4,1297,2021-02-25,941082.00,141162.30,1082244.30,
201521,7,1298,2021-02-25,386225.90,57933.89,444159.79,
201885,4,1299,2021-02-26,943716.00,141557.40,1085273.40,
201889,7,1300,2021-02-26,386399.30,57959.90,444359.20,
202145,4,1301,2021-02-27,944538.00,141680.70,1086218.70,
202149,7,1302,2021-02-27,386520.00,57978.00,444498.00,
202917,4,1303,2021-03-02,949026.00,142353.90,1091379.90,
202921,7,1304,2021-03-02,390331.10,58549.67,448880.77,
202925,4,1305,2021-03-02,1644.00,246.60,1890.60,
202928,7,1306,2021-03-02,687.20,103.08,790.28,
203105,4,1307,2021-03-03,951360.00,142704.00,1094064.00,
203109,7,1308,2021-03-03,390086.20,58512.93,448599.13,
203524,4,1309,2021-03-04,954588.00,143188.20,1097776.20,
203528,7,1310,2021-03-04,393096.90,58964.54,452061.44,
203856,4,1311,2021-03-05,956544.00,143481.60,1100025.60,
203860,7,1312,2021-03-05,394202.60,59130.39,453332.99,
204233,4,1313,2021-03-06,959238.00,143885.70,1103123.70,
204237,7,1314,2021-03-06,393785.80,59067.87,452853.67,
204726,4,1315,2021-03-09,960930.00,144139.50,1105069.50,
204730,7,1316,2021-03-09,393436.70,59015.51,452452.21,
204734,4,1317,2021-03-09,1212.00,181.80,1393.80,
204736,7,1318,2021-03-09,422.40,63.36,485.76,
204988,4,1319,2021-03-10,962478.00,144371.70,1106849.70,
204992,7,1320,2021-03-10,392757.20,58913.58,451670.78,
205440,4,1321,2021-03-11,963918.00,144587.70,1108505.70,
205444,7,1322,2021-03-11,392313.10,58846.97,451160.07,
205969,4,1323,2021-03-12,966264.00,144939.60,1111203.60,
205973,7,1324,2021-03-12,394979.90,59246.99,454226.89,
206365,4,1325,2021-03-13,965610.00,144841.50,1110451.50,
206369,7,1326,2021-03-13,395493.30,59324.00,454817.30,
206964,4,1327,2021-03-16,964986.00,144747.90,1109733.90,
206968,7,1328,2021-03-16,397248.40,59587.26,456835.66,
206972,4,1329,2021-03-16,1608.00,241.20,1849.20,
206974,7,1330,2021-03-16,384.00,57.60,441.60,
207375,4,1331,2021-03-17,968736.00,145310.40,1114046.40,
207379,7,1332,2021-03-17,396535.60,59480.34,456015.94,
207656,4,1333,2021-03-18,968856.00,145328.40,1114184.40,
207660,7,1334,2021-03-18,397336.00,59600.40,456936.40,
207853,4,1335,2021-03-19,969510.00,145426.50,1114936.50,
207857,7,1336,2021-03-19,397339.60,59600.94,456940.54,
208264,4,1337,2021-03-20,972924.00,145938.60,1118862.60,
208268,7,1338,2021-03-20,397562.50,59634.38,457196.88,
208729,4,1339,2021-03-23,973872.00,146080.80,1119952.80,
208733,7,1340,2021-03-23,398547.70,59782.16,458329.86,
208736,4,1341,2021-03-23,1848.00,277.20,2125.20,
208740,7,1342,2021-03-23,1118.60,167.79,1286.39,
209069,4,1343,2021-03-24,977664.00,146649.60,1124313.60,
209073,7,1344,2021-03-24,402046.00,60306.90,462352.90,
209570,4,1345,2021-03-25,979428.00,146914.20,1126342.20,
209574,7,1346,2021-03-25,403839.50,60575.93,464415.43,
210037,4,1347,2021-03-26,983166.00,147474.90,1130640.90,
210041,7,1348,2021-03-26,404821.00,60723.15,465544.15,
210284,4,1349,2021-03-27,983202.00,147480.30,1130682.30,
210288,7,1350,2021-03-27,404309.20,60646.38,464955.58,
211031,4,1351,2021-03-30,984402.00,147660.30,1132062.30,
211035,7,1352,2021-03-30,404418.90,60662.84,465081.74,
211039,4,1353,2021-03-30,3126.00,468.90,3594.90,
211041,7,1354,2021-03-30,3400.00,510.00,3910.00,
211363,4,1355,2021-03-31,985980.00,147897.00,1133877.00,
211367,7,1356,2021-03-31,407841.00,61176.15,469017.15,
211591,4,1357,2021-04-01,985014.00,147752.10,1132766.10,
211595,7,1358,2021-04-01,407281.70,61092.26,468373.96,
211794,4,1359,2021-04-02,983958.00,147593.70,1131551.70,
211798,7,1360,2021-04-02,406722.40,61008.36,467730.76,
212208,4,1361,2021-04-03,986496.00,147974.40,1134470.40,
212212,7,1362,2021-04-03,407120.80,61068.12,468188.92,
212987,4,1363,2021-04-06,988608.00,148291.20,1136899.20,
212991,7,1364,2021-04-06,408124.20,61218.63,469342.83,
212996,4,1365,2021-04-06,2532.00,379.80,2911.80,
212998,7,1366,2021-04-06,537.60,80.64,618.24,
213359,4,1367,2021-04-07,991032.00,148654.80,1139686.80,
213363,7,1368,2021-04-07,407910.60,61186.59,469097.19,
213747,4,1369,2021-04-08,994914.00,149237.10,1144151.10,
213751,7,1370,2021-04-08,408725.80,61308.87,470034.67,
214083,4,1371,2021-04-09,995670.00,149350.50,1145020.50,
214087,7,1372,2021-04-09,410890.20,61633.53,472523.73,
214491,4,1373,2021-04-10,998802.00,149820.30,1148622.30,
214495,7,1374,2021-04-10,412621.40,61893.21,474514.61,
215220,4,1375,2021-04-13,999258.00,149888.70,1149146.70,
215224,7,1376,2021-04-13,414156.80,62123.52,476280.32,
215228,4,1377,2021-04-13,2268.00,340.20,2608.20,
215231,7,1378,2021-04-13,1195.60,179.34,1374.94,
215547,4,1379,2021-04-14,1001610.00,150241.50,1151851.50,
215551,7,1380,2021-04-14,415318.00,62297.70,477615.70,
216075,4,1381,2021-04-15,1003086.00,150462.90,1153548.90,
216079,7,1382,2021-04-15,416321.20,62448.18,478769.38,
216542,4,1383,2021-04-16,1004334.00,150650.10,1154984.10,
216546,7,1384,2021-04-16,416412.70,62461.91,478874.61,
